Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
DNA_dependent_DNA_replication_maintenance_of_fidelity(6)	15	0.090582	0.000999	0.0217	0.90942	1	1	0.081602	0.000999	0.00151	14	0.069338	0.003996	0.023011	1	0.25329	0.63037	0.75021
DNA_directed_DNA_polymerase_activity(7)	27	0.27502	0.003996	0.062086	0.72498	0.997	1	0.18618	0.000999	0.00151	21	0.18757	0.034965	0.11377	6	0.18133	0.33067	0.49076
DNA_directed_RNA_polymerase_III_complex(6)&RNA_polymerase_III_activity(8)	18	0.50253	0.59141	1	0.49747	0.40959	0.61379	0.31504	0.011988	0.015078	9	0.32011	0.53946	0.69783	9	0.30998	0.71429	0.81431
DNA_directed_RNA_polymerase_II_core_complex(6)	14	0.42617	0.30669	1	0.57383	0.69431	0.88345	0.10789	0.000999	0.00151	8	0.090189	0.018981	0.073717	6	0.13148	0.19081	0.3416
DNA_directed_RNA_polymerase_II_holoenzyme(6)	83	0.3496	0.001998	0.036541	0.6504	0.999	1	0.17472	0.000999	0.00151	50	0.074381	0.000999	0.0078325	30	0.25943	0.56344	0.69631
DNA_directed_RNA_polymerase_I_complex(6)	13	0.44266	0.34066	1	0.55734	0.66034	0.85399	0.2689	0.00999	0.012739	8	0.31281	0.48551	0.65283	5	0.19865	0.3986	0.55433
DNA_directed_RNA_polymerase_activity(7)	41	0.41214	0.11688	0.84357	0.58786	0.88412	1	0.21739	0.000999	0.00151	24	0.18143	0.025974	0.092983	17	0.26815	0.58941	0.71533
DNA_directed_RNA_polymerase_complex(5)&nuclear_DNA_directed_RNA_polymerase_complex(5)	102	0.36052	0.000999	0.0217	0.63948	1	1	0.20683	0.000999	0.00151	62	0.12484	0.000999	0.0078325	37	0.2799	0.71528	0.81489
DNA_duplex_unwinding(7)	34	0.15282	0.000999	0.0217	0.84718	1	1	0.058178	0.000999	0.00151	29	0.04086	0.000999	0.0078325	5	0.15862	0.28671	0.44714
DNA_geometric_change(6)	36	0.14433	0.000999	0.0217	0.85567	1	1	0.054951	0.000999	0.00151	31	0.03823	0.000999	0.0078325	5	0.15862	0.28671	0.44714
DNA_helicase_activity(9)	49	0.2657	0.000999	0.0217	0.7343	1	1	0.11312	0.000999	0.00151	36	0.077519	0.000999	0.0078325	13	0.2117	0.34366	0.50455
DNA_helicase_complex(4)	15	0.25146	0.00999	0.12772	0.74854	0.99101	1	0.17269	0.000999	0.00151	12	0.17226	0.051948	0.15187	3	0.1744	0.33766	0.49827
DNA_integrity_checkpoint(6)	93	0.26999	0.000999	0.0217	0.73001	1	1	0.1231	0.000999	0.00151	68	0.09254	0.000999	0.0078325	23	0.13718	0.037962	0.11443
DNA_ligation(6)	10	0.45545	0.41259	1	0.54455	0.58841	0.78721	0.089092	0.000999	0.00151	5	5.5423e-17	0.000999	0.0078325	5	0.17818	0.34066	0.50103
DNA_methylation(5)&DNA_alkylation(7)	55	0.26699	0.000999	0.0217	0.73301	1	1	0.31621	0.000999	0.00151	42	0.26379	0.14985	0.30991	10	0.33122	0.79021	0.86889
DNA_methylation_involved_in_gamete_generation(5)	15	0.49086	0.54346	1	0.50914	0.45754	0.66186	0.55469	0.56044	0.5757	8	0.56766	0.97902	0.99269	5	0.35581	0.75025	0.8393
DNA_methylation_or_demethylation(7)	65	0.30818	0.000999	0.0217	0.69182	1	1	0.30685	0.000999	0.00151	47	0.26765	0.15385	0.31544	15	0.29104	0.69131	0.79818
DNA_methyltransferase_activity(6)	74	0.4446	0.17682	1	0.5554	0.82418	0.98432	0.32266	0.000999	0.00151	39	0.25797	0.13287	0.28566	31	0.31665	0.86014	0.9195
DNA_modification(6)	73	0.358	0.001998	0.036541	0.642	0.999	1	0.28113	0.000999	0.00151	49	0.26166	0.12288	0.27108	21	0.22385	0.33666	0.49723
DNA_packaging(4)	138	0.19872	0.000999	0.0217	0.80128	1	1	0.16271	0.000999	0.00151	100	0.039644	0.000999	0.0078325	27	0.2774	0.65235	0.76858
DNA_packaging_complex(4)	76	0.071534	0.000999	0.0217	0.92847	1	1	0.19991	0.000999	0.00151	60	0.029102	0.000999	0.0078325	5	0.48934	0.94106	0.9693
DNA_polymerase_activity(6)	37	0.32246	0.004995	0.074503	0.67754	0.996	1	0.16591	0.000999	0.00151	26	0.15386	0.005994	0.031404	11	0.19439	0.28871	0.44879
DNA_polymerase_complex(4)	11	0.30869	0.066933	0.57376	0.69131	0.93407	1	0.14701	0.000999	0.00151	8	0.15052	0.076923	0.19635	3	0.13763	0.28472	0.44454
DNA_recombination(6)	194	0.25903	0.000999	0.0217	0.74097	1	1	0.18512	0.000999	0.00151	142	0.12264	0.000999	0.0078325	47	0.28722	0.76224	0.84859
DNA_repair(4)	365	0.28199	0.000999	0.0217	0.71801	1	1	0.14608	0.000999	0.00151	263	0.10572	0.000999	0.0078325	101	0.24271	0.41758	0.57205
DNA_repair_complex(4)	28	0.34344	0.025974	0.27498	0.65656	0.97502	1	0.15035	0.000999	0.00151	18	0.095623	0.002997	0.018503	10	0.24885	0.5025	0.6468
DNA_replication(6)	245	0.27769	0.000999	0.0217	0.72231	1	1	0.15513	0.000999	0.00151	174	0.10367	0.000999	0.0078325	62	0.17691	0.026973	0.090934
DNA_replication_dependent_nucleosome_organization(6)&DNA_replication_dependent_nucleosome_assembly(7)	26	0.040095	0.000999	0.0217	0.9599	1	1	0.038646	0.000999	0.00151	24	0.00019912	0.000999	0.0078325	1	1.2014e-05	0.27473	0.43586
DNA_replication_factor_A_complex(4)	13	0.34435	0.086913	0.69037	0.65565	0.91409	1	0.089422	0.000999	0.00151	9	0.11753	0.036963	0.11837	4	0.026183	0.1009	0.22515
DNA_replication_independent_nucleosome_organization(6)&DNA_replication_independent_nucleosome_assembly(7)	26	0.040598	0.000999	0.0217	0.9594	1	1	0.0042729	0.000999	0.00151	25	0.0044433	0.000999	0.0078325	1	1.2014e-05	0.27473	0.43586
DNA_replication_initiation(6)	23	0.065982	0.000999	0.0217	0.93402	1	1	0.082748	0.000999	0.00151	21	0.04301	0.000999	0.0078325	1	7.6391e-11	0.17383	0.32019
DNA_secondary_structure_binding(7)	21	0.22132	0.002997	0.048707	0.77868	0.998	1	0.089604	0.000999	0.00151	16	0.054207	0.001998	0.013454	4	0.0035947	0.045954	0.13053
DNA_synthesis_involved_in_DNA_repair(5)	9	0.31229	0.10589	0.78973	0.68771	0.8951	1	0.077184	0.000999	0.00151	6	0.026322	0.00999	0.046407	3	0.17891	0.34366	0.50455
DNA_templated_transcription_elongation(7)	45	0.38987	0.048951	0.45256	0.61013	0.95205	1	0.17078	0.000999	0.00151	27	0.12543	0.001998	0.013454	18	0.23879	0.42657	0.57833
DNA_templated_transcription_initiation(7)	78	0.33162	0.001998	0.036541	0.66838	0.999	1	0.21858	0.000999	0.00151	47	0.093642	0.000999	0.0078325	25	0.26592	0.57642	0.70636
DNA_templated_transcription_termination(7)	14	0.19202	0.003996	0.062086	0.80798	0.997	1	0.15953	0.000999	0.00151	11	0.10118	0.00999	0.046407	2	0.060198	0.30869	0.47078
DNA_templated_transcriptional_preinitiation_complex_assembly(7)	15	0.23926	0.005994	0.086149	0.76074	0.995	1	0.35033	0.040959	0.047768	9	0.081988	0.017982	0.070993	4	0.62927	0.98002	0.99143
ERBB_signaling_pathway(8)	83	0.55491	0.94905	1	0.44509	0.051948	0.13903	0.19869	0.000999	0.00151	38	0.24048	0.096903	0.23185	42	0.10365	0.000999	0.0079587
ERK1_and_ERK2_cascade(6)	198	0.58421	1	1	0.41579	0.000999	0.0072255	0.25587	0.000999	0.00151	77	0.2423	0.024975	0.090083	105	0.15244	0.001998	0.013547
ER_associated_ubiquitin_dependent_protein_catabolic_process(8)	42	0.74848	1	1	0.25152	0.000999	0.0072255	0.10674	0.000999	0.00151	10	0.16776	0.071928	0.18761	32	0.087674	0.003996	0.02234
ER_membrane_protein_complex(3)	10	0.97028	1	1	0.02972	0.000999	0.0072255	0.05944	0.000999	0.00151	0	NA	NA	NA	10	0.05944	0.015984	0.062081
ER_nucleus_signaling_pathway(5)	21	0.54535	0.75425	1	0.45465	0.24675	0.43504	0.12914	0.000999	0.00151	9	0.08478	0.01998	0.076705	11	0.086262	0.037962	0.11443
ER_overload_response(5)	9	0.51936	0.64136	1	0.48064	0.35964	0.55968	0.21588	0.006993	0.0091344	4	0.15658	0.18082	0.3537	4	0.079142	0.16284	0.30748
ER_to_Golgi_transport_vesicle(5)	19	0.73541	0.997	1	0.26459	0.003996	0.020197	0.085931	0.000999	0.00151	5	0.15783	0.13387	0.28679	14	0.060253	0.007992	0.037427
ER_to_Golgi_vesicle_mediated_transport(6)	61	0.71576	1	1	0.28424	0.000999	0.0072255	0.072231	0.000999	0.00151	17	0.10967	0.008991	0.042839	44	0.057765	0.000999	0.0079587
ESCRT_complex(4)	17	0.82114	1	1	0.17886	0.000999	0.0072255	0.20504	0.001998	0.002859	2	0.35108	0.54346	0.69975	15	0.18556	0.21379	0.37054
ESC_E_Z_complex(5)	16	0.12322	0.000999	0.0217	0.87678	1	1	0.038373	0.000999	0.00151	14	0.019891	0.000999	0.0078325	2	0.16775	0.41758	0.57205
E_box_binding(8)	32	0.53206	0.75325	1	0.46794	0.24775	0.43566	0.43684	0.094905	0.1053	13	0.371	0.71728	0.83591	13	0.24276	0.47652	0.62417
FMN_binding(5)	14	0.63547	0.93806	1	0.36453	0.062937	0.16105	0.2951	0.022977	0.027701	6	0.49372	0.8981	0.95107	8	0.14614	0.18581	0.33526
Fanconi_anaemia_nuclear_complex(4)	9	0.12707	0.004995	0.074503	0.87293	0.996	1	0.086428	0.000999	0.00151	8	0.066566	0.010989	0.049003	1	0.24532	0.62537	0.74666
Fc_receptor_signaling_pathway(7)	10	0.39593	0.26074	1	0.60407	0.74026	0.92063	0.24205	0.00999	0.012739	7	0.30994	0.48951	0.65556	3	0.083646	0.22677	0.3841
G1_DNA_damage_checkpoint(7)	21	0.31602	0.026973	0.28421	0.68398	0.97403	1	0.11806	0.000999	0.00151	13	0.0046159	0.000999	0.0078325	7	0.20275	0.35065	0.50968
G1_S_transition_of_mitotic_cell_cycle(7)	145	0.3884	0.002997	0.048707	0.6116	0.998	1	0.14918	0.000999	0.00151	87	0.11012	0.000999	0.0078325	54	0.14908	0.007992	0.037427
G2_DNA_damage_checkpoint(7)	32	0.31619	0.008991	0.11787	0.68381	0.99201	1	0.12206	0.000999	0.00151	23	0.13353	0.002997	0.018503	9	0.092749	0.064935	0.16688
G2_M_transition_of_mitotic_cell_cycle(7)	69	0.2867	0.000999	0.0217	0.7133	1	1	0.22959	0.000999	0.00151	48	0.14854	0.000999	0.0078325	19	0.35326	0.91209	0.95029
GABA_A_receptor_activity(7)	18	0.53616	0.72228	1	0.46384	0.27872	0.4704	0.64965	0.86014	0.86999	7	0.62703	0.98801	0.99682	8	0.53807	0.99301	0.99868
GABA_receptor_activity(6)	21	0.5408	0.73626	1	0.4592	0.26474	0.45445	0.59456	0.71029	0.72464	8	0.55966	0.97403	0.99154	10	0.50085	0.98601	0.99418
GABA_receptor_binding(5)	14	0.5394	0.73626	1	0.4606	0.26474	0.45445	0.25201	0.006993	0.0091344	5	0.055264	0.024975	0.090083	8	0.28148	0.61638	0.73922
GABAergic_neuron_differentiation(7)	13	0.75954	0.99401	1	0.24046	0.006993	0.030598	0.66562	0.85714	0.86709	1	0.90289	0.95904	0.98318	7	0.39288	0.86114	0.91983
GDP_binding(5)	54	0.61973	0.99201	1	0.38027	0.008991	0.036865	0.16788	0.000999	0.00151	21	0.238	0.13387	0.28679	33	0.12325	0.008991	0.040847
GDP_dissociation_inhibitor_activity(5)	10	0.39821	0.26773	1	0.60179	0.73327	0.91549	0.2503	0.00999	0.012739	6	0.2056	0.23277	0.41619	4	0.31734	0.67233	0.78397
GPI_anchor_biosynthetic_process(7)	30	0.54787	0.83317	1	0.45213	0.16783	0.33093	0.20643	0.000999	0.00151	13	0.19112	0.091908	0.22309	16	0.16927	0.15385	0.2961
GPI_anchor_metabolic_process(7)	32	0.56004	0.85415	1	0.43996	0.14685	0.3007	0.2231	0.000999	0.00151	14	0.24507	0.23377	0.41731	17	0.15932	0.10689	0.23461
GPI_anchor_transamidase_activity(4)	35	0.77907	1	1	0.22093	0.000999	0.0072255	0.15069	0.000999	0.00151	7	0.2322	0.28372	0.46854	27	0.098098	0.005994	0.03055
GTP_Rho_binding(9)	16	0.62917	0.92408	1	0.37083	0.076923	0.18599	0.29859	0.012987	0.016204	6	0.38771	0.71728	0.83591	9	0.16124	0.20879	0.36386
GTP_binding(6)	326	0.60363	1	1	0.39637	0.000999	0.0072255	0.24072	0.000999	0.00151	123	0.26173	0.041958	0.13079	195	0.19631	0.006993	0.034284
GTP_biosynthetic_process(9)	8	0.52918	0.62637	1	0.47082	0.37463	0.57698	0.44577	0.25974	0.27489	4	0.49684	0.86414	0.92939	3	0.19293	0.36663	0.5247
GTP_dependent_protein_binding(4)	16	0.80013	1	1	0.19987	0.000999	0.0072255	0.22539	0.001998	0.002859	3	0.53506	0.86114	0.92781	13	0.15392	0.14386	0.28423
GTP_metabolic_process(8)	10	0.63366	0.89011	1	0.36634	0.11089	0.24483	0.35688	0.1039	0.11488	4	0.49684	0.86414	0.92939	5	0.11628	0.17582	0.32298
GTPase_activating_protein_binding(4)	15	0.24796	0.007992	0.10707	0.75204	0.99301	1	0.22782	0.002997	0.004179	12	0.20234	0.10989	0.25269	3	0.32974	0.66633	0.7797
GTPase_activator_activity(4)	210	0.45251	0.11389	0.82638	0.54749	0.88711	1	0.19235	0.000999	0.00151	117	0.19076	0.000999	0.0078325	91	0.17665	0.005994	0.03055
GTPase_activity(8)	205	0.57913	1	1	0.42087	0.000999	0.0072255	0.24592	0.000999	0.00151	81	0.24309	0.022977	0.084519	121	0.22912	0.22677	0.3841
GTPase_binding(5)	234	0.5074	0.82218	1	0.4926	0.17882	0.3453	0.17132	0.000999	0.00151	114	0.16451	0.000999	0.0078325	117	0.15672	0.001998	0.013547
GTPase_regulator_activity(4)	228	0.45027	0.073926	0.61639	0.54973	0.92707	1	0.19901	0.000999	0.00151	129	0.20503	0.000999	0.0078325	97	0.17449	0.003996	0.02234
G_protein_alpha_subunit_binding(4)	27	0.41789	0.1998	1	0.58211	0.8012	0.96772	0.38437	0.044955	0.052084	12	0.16374	0.037962	0.12093	9	0.26814	0.57043	0.70133
G_protein_beta_gamma_subunit_complex_binding(5)	24	0.47687	0.49151	1	0.52313	0.50949	0.71527	0.27281	0.002997	0.004179	12	0.22848	0.19481	0.37116	11	0.25508	0.5045	0.6485
G_protein_beta_subunit_binding(4)	11	0.46604	0.46454	1	0.53396	0.53646	0.73952	0.48426	0.35165	0.36764	5	0.36476	0.62837	0.76667	5	0.5006	0.94705	0.97263
G_protein_coupled_amine_receptor_activity(7)	45	0.50752	0.66334	1	0.49248	0.33766	0.53465	0.68527	0.99301	0.99672	11	0.37127	0.73427	0.84801	11	0.34118	0.82018	0.89174
G_protein_coupled_chemoattractant_receptor_activity(7)&chemokine_receptor_activity(7)	25	0.55878	0.81219	1	0.44122	0.18881	0.3585	0.37933	0.026973	0.032138	8	0.19186	0.14885	0.30803	14	0.35346	0.88112	0.93048
G_protein_coupled_glutamate_receptor_signaling_pathway(7)	14	0.43366	0.33566	1	0.56634	0.66533	0.85863	0.40011	0.11588	0.12755	7	0.27691	0.3966	0.57934	6	0.44387	0.92408	0.95875
G_protein_coupled_nucleotide_receptor_activity(7)&G_protein_coupled_purinergic_nucleotide_receptor_activity(8)	12	0.47464	0.48052	1	0.52536	0.52048	0.72584	0.4209	0.17083	0.18454	5	0.24928	0.32468	0.5137	6	0.4674	0.94505	0.97163
G_protein_coupled_peptide_receptor_activity(6)	120	0.49633	0.62637	1	0.50367	0.37463	0.57698	0.58008	0.83916	0.85005	44	0.42079	0.97502	0.99195	35	0.28842	0.73027	0.8255
G_protein_coupled_purinergic_receptor_signaling_pathway(7)	18	0.45909	0.41359	1	0.54091	0.58741	0.78634	0.37426	0.050949	0.058614	9	0.30152	0.46553	0.63816	7	0.28899	0.61938	0.74122
G_protein_coupled_receptor_binding(5)	239	0.62208	1	1	0.37792	0.000999	0.0072255	0.40737	0.000999	0.00151	73	0.36267	0.86314	0.92939	126	0.24512	0.39261	0.54839
G_protein_coupled_receptor_internalization(5)	12	0.41324	0.27872	1	0.58676	0.72228	0.90768	0.43899	0.20879	0.22336	6	0.30884	0.50649	0.67037	3	0.13826	0.28472	0.44454
G_protein_coupled_receptor_signaling_pathway_coupled_to_cyclic_nucleotide_second_messenger(7)	135	0.49081	0.57542	1	0.50919	0.42557	0.63015	0.57662	0.82717	0.83841	52	0.4338	0.998	1	42	0.34014	0.95305	0.97624
Golgi_apparatus_part(4)	381	0.61394	1	1	0.38606	0.000999	0.0072255	0.19951	0.000999	0.00151	140	0.21026	0.000999	0.0078325	228	0.14726	0.000999	0.0079587
Golgi_associated_vesicle(5)	60	0.60054	0.98801	1	0.39946	0.012987	0.048779	0.14514	0.000999	0.00151	25	0.21143	0.052947	0.15425	34	0.071246	0.000999	0.0079587
Golgi_associated_vesicle_membrane(5)	31	0.70108	0.999	1	0.29892	0.001998	0.012017	0.12482	0.000999	0.00151	10	0.26682	0.30769	0.49647	21	0.057203	0.002997	0.018216
Golgi_cisterna(5)	48	0.59544	0.96703	1	0.40456	0.033966	0.10205	0.14468	0.000999	0.00151	19	0.1607	0.021978	0.082248	29	0.13418	0.012987	0.054115
Golgi_cisterna_membrane(5)	12	0.5598	0.75225	1	0.4402	0.24875	0.43673	0.13881	0.000999	0.00151	5	0.1101	0.064935	0.17611	7	0.15932	0.23077	0.3888
Golgi_inheritance(5)	12	0.47265	0.47253	1	0.52735	0.52847	0.73348	0.077097	0.000999	0.00151	6	0.022394	0.008991	0.042839	6	0.1318	0.19081	0.3416
Golgi_localization(5)	12	0.4387	0.36264	1	0.5613	0.63836	0.83408	0.27831	0.016983	0.0208	6	0.1557	0.12188	0.26967	6	0.40091	0.87912	0.92998
Golgi_medial_cisterna(6)	15	0.86839	1	1	0.13161	0.000999	0.0072255	0.13389	0.000999	0.00151	2	0.51502	0.81419	0.90046	13	0.075254	0.021978	0.078483
Golgi_membrane(4)	179	0.6421	1	1	0.3579	0.000999	0.0072255	0.1593	0.000999	0.00151	63	0.20266	0.004995	0.026952	113	0.11281	0.000999	0.0079587
Golgi_organization(4)	77	0.5793	0.98102	1	0.4207	0.01998	0.068491	0.12204	0.000999	0.00151	31	0.10404	0.000999	0.0078325	45	0.11493	0.001998	0.013547
Golgi_stack(5)	68	0.62467	0.999	1	0.37533	0.001998	0.012017	0.15616	0.000999	0.00151	24	0.15778	0.00999	0.046407	44	0.15527	0.020979	0.076217
Golgi_to_endosome_transport(6)	12	0.61406	0.87712	1	0.38594	0.12388	0.26709	0.17442	0.000999	0.00151	4	0.10383	0.12088	0.268	8	0.20972	0.37463	0.53137
Golgi_to_plasma_membrane_protein_transport(6)	30	0.59681	0.94206	1	0.40319	0.058941	0.15286	0.19782	0.000999	0.00151	13	0.29782	0.43357	0.61205	17	0.12136	0.030969	0.10017
Golgi_to_plasma_membrane_transport(7)	43	0.55992	0.90509	1	0.44008	0.095904	0.21925	0.2517	0.000999	0.00151	20	0.3214	0.56943	0.72219	22	0.15432	0.06993	0.1756
Golgi_transport_complex(4)	10	0.59518	0.82218	1	0.40482	0.17882	0.3453	0.12111	0.000999	0.00151	4	0.13933	0.16184	0.32651	6	0.10896	0.12488	0.25864
Golgi_vesicle_transport(5)	174	0.63917	1	1	0.36083	0.000999	0.0072255	0.14572	0.000999	0.00151	63	0.20244	0.004995	0.026952	110	0.10547	0.000999	0.0079587
H4_histone_acetyltransferase_activity(10)	16	0.34792	0.086913	0.69037	0.65208	0.91409	1	0.11011	0.000999	0.00151	11	0.1316	0.033966	0.11155	5	0.062828	0.098901	0.22239
H4_histone_acetyltransferase_complex(6)&H4_H2A_histone_acetyltransferase_complex(7)	16	0.20838	0.001998	0.036541	0.79162	0.999	1	0.16874	0.000999	0.00151	12	0.056998	0.002997	0.018503	4	0.50395	0.93207	0.96316
HMG_box_domain_binding(5)	22	0.51832	0.63536	1	0.48168	0.36563	0.56625	0.40551	0.067932	0.076758	8	0.22381	0.22378	0.40499	10	0.31308	0.73427	0.8275
HOPS_complex(3)	12	0.83001	0.999	1	0.16999	0.001998	0.012017	0.12951	0.000999	0.00151	2	0.36857	0.56543	0.71835	10	0.081696	0.035964	0.1101
Hsp70_protein_binding(5)	25	0.54678	0.76923	1	0.45322	0.23177	0.41583	0.18268	0.000999	0.00151	11	0.17329	0.076923	0.19635	13	0.12776	0.084915	0.20051
Hsp90_protein_binding(5)	24	0.6267	0.96204	1	0.3733	0.038961	0.11248	0.29622	0.003996	0.0054487	8	0.29275	0.42358	0.60356	14	0.19766	0.2997	0.46032
IMP_metabolic_process(8)	11	0.28112	0.043956	0.41495	0.71888	0.95704	1	0.14888	0.000999	0.00151	7	0.018574	0.003996	0.023011	3	0.16924	0.33167	0.4917
INO80_type_complex(5)	20	0.28916	0.008991	0.11787	0.71084	0.99201	1	0.13198	0.000999	0.00151	15	0.1402	0.015984	0.064908	5	0.10731	0.16683	0.31264
I_SMAD_binding(5)	10	0.72856	0.97403	1	0.27144	0.026973	0.085721	0.17529	0.002997	0.004179	2	0.081033	0.23177	0.41496	8	0.19885	0.33866	0.4993
I_band(4)	110	0.52332	0.84416	1	0.47668	0.15684	0.31472	0.31623	0.000999	0.00151	51	0.30832	0.47053	0.64211	49	0.18491	0.068931	0.17387
I_kappaB_kinase_NF_kappaB_signaling(6)	205	0.57195	0.999	1	0.42805	0.001998	0.012017	0.17862	0.000999	0.00151	91	0.23531	0.004995	0.026952	112	0.11788	0.000999	0.0079587
I_kappaB_phosphorylation(7)	15	0.61889	0.92208	1	0.38111	0.078921	0.18939	0.20304	0.001998	0.002859	7	0.40089	0.73826	0.85042	8	0.02993	0.012987	0.054115
Ino80_complex(5)	14	0.26943	0.016983	0.19386	0.73057	0.98402	1	0.18502	0.000999	0.00151	11	0.18792	0.10889	0.25143	3	0.1744	0.33766	0.49827
JAK_STAT_cascade(6)	125	0.56461	0.99301	1	0.43539	0.007992	0.034015	0.36332	0.000999	0.00151	47	0.29218	0.32068	0.51028	54	0.14226	0.004995	0.02655
JNK_cascade(7)	161	0.58097	0.999	1	0.41903	0.001998	0.012017	0.23774	0.000999	0.00151	63	0.22264	0.013986	0.058611	90	0.18055	0.013986	0.05669
JUN_kinase_binding(7)	11	0.62842	0.9041	1	0.37158	0.096903	0.2207	0.13236	0.000999	0.00151	4	0.16015	0.18382	0.35746	7	0.11649	0.11988	0.25283
JUN_kinase_kinase_activity(9)	9	0.53311	0.68032	1	0.46689	0.32068	0.51629	0.19959	0.004995	0.0066792	5	0.33924	0.56144	0.71477	4	0.025029	0.098901	0.22239
JUN_kinase_phosphatase_activity(9)	23	0.70095	0.996	1	0.29905	0.004995	0.023727	0.16259	0.000999	0.00151	7	0.28451	0.41359	0.59465	16	0.10925	0.026973	0.090934
K63_linked_polyubiquitin_binding(7)	14	0.41357	0.26773	1	0.58643	0.73327	0.91549	0.12095	0.000999	0.00151	9	0.18185	0.11588	0.26135	5	0.011323	0.036963	0.11228
LRR_domain_binding(5)	15	0.40969	0.22677	1	0.59031	0.77423	0.94846	0.34275	0.036963	0.04328	8	0.21449	0.20579	0.38507	7	0.48934	0.96204	0.98125
L_alpha_amino_acid_transmembrane_transport(7)&L_amino_acid_transmembrane_transporter_activity(8)	49	0.48109	0.46553	1	0.51891	0.53546	0.73891	0.25081	0.000999	0.00151	25	0.23099	0.095904	0.23036	21	0.16737	0.11189	0.24216
L_amino_acid_import(8)	18	0.53644	0.72228	1	0.46356	0.27872	0.4704	0.36598	0.042957	0.049959	8	0.35962	0.63836	0.77673	8	0.21384	0.39061	0.54674
L_amino_acid_transport(7)	64	0.49762	0.5984	1	0.50238	0.4026	0.60683	0.26616	0.000999	0.00151	31	0.23788	0.088911	0.21748	29	0.19518	0.16783	0.31311
L_ascorbic_acid_binding(5)	20	0.62537	0.93706	1	0.37463	0.063936	0.1628	0.16264	0.000999	0.00151	6	0.0014068	0.000999	0.0078325	13	0.17264	0.19481	0.34653
L_glutamate_transmembrane_transporter_activity(8)&L_glutamate_transmembrane_transport(8)	11	0.67879	0.95804	1	0.32121	0.042957	0.1214	0.19113	0.003996	0.0054487	4	0.37948	0.66933	0.80113	7	0.083501	0.066933	0.17031
L_glutamate_transport(7)	20	0.61176	0.92607	1	0.38824	0.074925	0.18281	0.27625	0.001998	0.002859	8	0.36074	0.64535	0.78253	11	0.14902	0.13886	0.2783
Leydig_cell_differentiation(4)	11	0.64375	0.92807	1	0.35625	0.072927	0.17923	0.20626	0.006993	0.0091344	3	0.02398	0.078921	0.19909	7	0.17099	0.26573	0.42758
MAPK_cascade(5)	617	0.56919	1	1	0.43081	0.000999	0.0072255	0.25999	0.000999	0.00151	249	0.24266	0.000999	0.0078325	325	0.17535	0.000999	0.0079587
MAP_kinase_activity(6)	20	0.57048	0.82817	1	0.42952	0.17283	0.33741	0.25604	0.001998	0.002859	8	0.24625	0.28971	0.47456	12	0.26256	0.55445	0.6894
MAP_kinase_kinase_activity(8)	23	0.58041	0.87612	1	0.41959	0.12488	0.26864	0.22205	0.000999	0.00151	9	0.20251	0.16783	0.33466	13	0.17573	0.2038	0.35692
MAP_kinase_kinase_kinase_activity(6)	28	0.54623	0.8032	1	0.45377	0.1978	0.37189	0.17163	0.000999	0.00151	13	0.20747	0.13287	0.28566	15	0.14057	0.074925	0.18434
MAP_kinase_phosphatase_activity(8)	35	0.65099	0.99101	1	0.34901	0.00999	0.039912	0.22003	0.000999	0.00151	12	0.29037	0.3986	0.58111	22	0.14622	0.054945	0.14917
MAP_kinase_tyrosine_serine_threonine_phosphatase_activity(9)	34	0.64042	0.98601	1	0.35958	0.014985	0.054515	0.2265	0.000999	0.00151	12	0.29037	0.3986	0.58111	21	0.15318	0.081918	0.19677
MCM_complex(4)	11	0.011142	0.000999	0.0217	0.98886	1	1	0.022284	0.000999	0.00151	11	0.022284	0.000999	0.0078325	0	NA	NA	NA
MHC_class_II_biosynthetic_process(6)	13	0.43426	0.31169	1	0.56574	0.68931	0.87993	0.29136	0.013986	0.017373	7	0.21989	0.24376	0.42918	6	0.37475	0.83616	0.90295
